Player ID,Player Number,First Name,Last Name,DOB,Round,For,Against,Debut Date
JQGE28Sep187408May1897,126,Jack,Quinn,28-Sep-1874,R1,GE,ES,08-May-1897
TRGE11Mar187208May1897,127,Teddy,Rankin,11-Mar-1872,R1,GE,ES,08-May-1897
JRCA12Mar187108May1897,128,Jack,Reekie,12-Mar-1871,R1,CA,FI,08-May-1897
BRME17Jun187808May1897,129,Bert,Robinson,17-Jun-1878,R1,ME,SY,08-May-1897
BSES24May187608May1897,130,Bert,Salkeld,24-May-1876,R1,ES,GE,08-May-1897
BSSK03Nov187208May1897,131,Billy,Shaw,03-Nov-1872,R1,SK,CW,08-May-1897
FSME05Sep187008May1897,132,Fred,Sheahan,05-Sep-1870,R1,ME,SY,08-May-1897
FSSY14May187308May1897,133,Fred,Sigmont,14-May-1873,R1,SY,ME,08-May-1897
CSCW03Aug187108May1897,134,Charlie,Sime,03-Aug-1871,R1,CW,SK,08-May-1897
ASCW16Feb187208May1897,135,Archie,Smith,16-Feb-1872,R1,CW,SK,08-May-1897
JSSY02May187408May1897,136,Jack,Southern,02-May-1874,R1,SY,ME,08-May-1897
TSFI30Oct187408May1897,137,Ted,Staniland,30-Oct-1874,R1,FI,CA,08-May-1897
WSME08Sep187808May1897,138,Wally,Steele,08-Sep-1878,R1,ME,SY,08-May-1897
ESSK05Nov187408May1897,139,Ernie,Stewart,05-Nov-1874,R1,SK,CW,08-May-1897
RSSK04Sep187808May1897,140,Reg,Stewart,04-Sep-1878,R1,SK,CW,08-May-1897
BSCW17Aug186408May1897,141,Billy,Strickland,17-Aug-1864,R1,CW,SK,08-May-1897
GSES06Jul187108May1897,142,George,Stuckey,06-Jul-1871,R1,ES,GE,08-May-1897
NSME24Mar186808May1897,143,Ned,Sutton,24-Mar-1868,R1,ME,SY,08-May-1897
ASSY05Jun187508May1897,144,Archie,Swannie,05-Jun-1875,R1,SY,ME,08-May-1897
TSCA05Jan187308May1897,145,Tom,Sweetman,05-Jan-1873,R1,CA,FI,08-May-1897
ATGE05Aug187508May1897,146,Archie,Thompson,05-Aug-1875,R1,GE,ES,08-May-1897
LTCW15Apr187108May1897,147,Lardie,Tulloch,15-Apr-1871,R1,CW,SK,08-May-1897
BTSK30Jul187008May1897,148,Bill,Turner,30-Jul-1870,R1,SK,CW,08-May-1897
EWCA07Apr187508May1897,149,Ernie,Walton,07-Apr-1875,R1,CA,FI,08-May-1897
BWME23Oct187808May1897,150,Bert,Watson,23-Oct-1878,R1,ME,SY,08-May-1897
FWSY01Dec186908May1897,151,Fred,Waugh,01-Dec-1869,R1,SY,ME,08-May-1897
NWES10May187408May1897,152,Norm,Waugh,10-May-1874,R1,ES,GE,08-May-1897
BWCA23Aug187408May1897,153,Bill,Weir,23-Aug-1874,R1,CA,FI,08-May-1897
JWFI24Dec187108May1897,154,Jim,Whelan,24-Dec-1871,R1,FI,CA,08-May-1897
GWCW30Apr187108May1897,155,George,Williams,30-Apr-1871,R1,CW,SK,08-May-1897
BWSY28Aug186808May1897,156,Bill,Windley,28-Aug-1868,R1,SY,ME,08-May-1897
AWME15Feb187508May1897,157,Alf,Wood,15-Feb-1875,R1,ME,SY,08-May-1897
BWCA14Sep187308May1897,158,Bill,Woodhouse,14-Sep-1873,R1,CA,FI,08-May-1897
HWES13Apr187008May1897,159,Harry,Wright,13-Apr-1870,R1,ES,GE,08-May-1897
CYME07Dec187708May1897,160,Charlie,Young,07-Dec-1877,R1,ME,SY,08-May-1897
MBSK13Sep187415May1897,161,Mick,Blake,13-Sep-1874,R2,SK,FI,15-May-1897
SCCA26Apr187615May1897,162,Sam,Chapman,26-Apr-1876,R2,CA,SY,15-May-1897
DCSK22Aug187215May1897,163,Dan,Collins,22-Aug-1872,R2,SK,FI,15-May-1897
ECES07May187215May1897,164,Edgar,Croft,07-May-1872,R2,ES,CW,15-May-1897
TCFI12Feb187515May1897,165,Tim,Curran,12-Feb-1875,R2,FI,SK,15-May-1897
SEGE31Aug187315May1897,166,Stan,Enfield,31-Aug-1873,R2,GE,ME,15-May-1897
HGES25Oct187815May1897,167,Hugh,Gavin,25-Oct-1878,R2,ES,CW,15-May-1897
HGCA28Jun188015May1897,168,Harry,Gyles,28-Jun-1880,R2,CA,SY,15-May-1897
MHME21Sep187915May1897,169,Maurie,Herring,21-Sep-1879,R2,ME,GE,15-May-1897
HHCA01Sep187315May1897,170,Harry,Howard,01-Sep-1873,R2,CA,SY,15-May-1897
JJSK27Nov187515May1897,171,Jack,Jennings,27-Nov-1875,R2,SK,FI,15-May-1897
JMSK16Feb187815May1897,172,John,Molesworth,16-Feb-1878,R2,SK,FI,15-May-1897
FNFI04Oct186915May1897,173,Fred,Nomens,04-Oct-1869,R2,FI,SK,15-May-1897
FOSY11Aug187215May1897,174,Frank,OHara,11-Aug-1872,R2,SY,CA,15-May-1897
APCA04Mar187515May1897,175,Alby,Patterson,04-Mar-1875,R2,CA,SY,15-May-1897
BRFI30Sep186515May1897,176,Bert,Rapiport,30-Sep-1865,R2,FI,SK,15-May-1897
JSGE24Jan187415May1897,177,Jack,Sharkey,24-Jan-1874,R2,GE,ME,15-May-1897
ASFI12Dec187015May1897,178,Alec,Sloan,12-Dec-1870,R2,FI,SK,15-May-1897
DSME21Oct187415May1897,179,Dave,Strahan,21-Oct-1874,R2,ME,GE,15-May-1897
ATCW16Jul187715May1897,180,Alby,Tame,16-Jul-1877,R2,CW,ES,15-May-1897
ATSY09Feb187215May1897,181,Alb,Thomas,09-Feb-1872,R2,SY,CA,15-May-1897
ETSY28Jul187215May1897,182,Eddie,Toms,28-Jul-1872,R2,SY,CA,15-May-1897
GVES23Apr186915May1897,183,George,Vautin,23-Apr-1869,R2,ES,CW,15-May-1897
PWCA15Apr186715May1897,184,Peter,Williams,15-Apr-1867,R2,CA,SY,15-May-1897
GWSY14Jan186615May1897,185,George,Williamson,14-Jan-1866,R2,SY,CA,15-May-1897
SBGE04Feb187122May1897,186,Sam,Brockwell,04-Feb-1871,R3,GE,CW,22-May-1897
CCGE21Jul187922May1897,187,Charlie,Coles,21-Jul-1879,R3,GE,CW,22-May-1897
JDCW08Aug186722May1897,188,Jim,Dowdall,08-Aug-1867,R3,CW,GE,22-May-1897
JFGE21Mar187122May1897,189,Jim,Flynn,21-Mar-1871,R3,GE,CW,22-May-1897
JMME29Aug187522May1897,190,Jim,McCoy,29-Aug-1875,R3,ME,FI,22-May-1897
PNFI04Sep187522May1897,191,Paddy,Noonan,04-Sep-1875,R3,FI,ME,22-May-1897
HYGE16May187322May1897,192,Henry,Young,16-May-1873,R3,GE,CW,22-May-1897
FBES01Sep186824May1897,193,Fred,Ball,01-Sep-1868,R3,ES,CA,24-May-1897
CBCA21Mar187224May1897,194,Chic,Breese,21-Mar-1872,R3,CA,ES,24-May-1897
HBES19Sep187824May1897,195,Harold,Brown,19-Sep-1878,R3,ES,CA,24-May-1897
JCCA07May187224May1897,196,Jim,Caffery,07-May-1872,R3,CA,ES,24-May-1897
JHSK27Nov187524May1897,197,Joe,Hogan,27-Nov-1875,R3,SK,SY,24-May-1897
JMSK25Dec187424May1897,198,Jerry,McGrath,25-Dec-1874,R3,SK,SY,24-May-1897
ASES24Sep186624May1897,199,Archie,Sykes,24-Sep-1866,R3,ES,CA,24-May-1897
DHCW06Jun187229May1897,200,Dick,Hall,06-Jun-1872,R4,CW,SY,29-May-1897
FKCW29Sep187829May1897,201,Fred,Kay,29-Sep-1878,R4,CW,SY,29-May-1897
GKES22Nov187029May1897,202,Gus,Kearney,22-Nov-1870,R4,ES,FI,29-May-1897
AKME05Jan187829May1897,203,Arthur,Kirk,05-Jan-1878,R4,ME,SK,29-May-1897
JLCA05Apr187629May1897,204,Jim,Lyons,05-Apr-1876,R4,CA,GE,29-May-1897
LMME13Feb186929May1897,205,Lew,Massey,13-Feb-1869,R4,ME,SK,29-May-1897
GMSK22Aug187929May1897,206,George,McLeod,22-Aug-1879,R4,SK,ME,29-May-1897
HMCA17Feb187129May1897,207,Harry,Morgan,17-Feb-1871,R4,CA,GE,29-May-1897
JPES25Feb187529May1897,208,Jim,Park,25-Feb-1875,R4,ES,FI,29-May-1897
SRFI12Jul187229May1897,209,Stan,Reid,12-Jul-1872,R4,FI,ES,29-May-1897
JTES21Jun187629May1897,210,Jimmy,Thurgood,21-Jun-1876,R4,ES,FI,29-May-1897
JTME04Feb187029May1897,211,John,Timothee,04-Feb-1870,R4,ME,SK,29-May-1897
BWCA25Jun187729May1897,212,Bobby,Walsh,25-Jun-1877,R4,CA,GE,29-May-1897
FWSK25Jan187829May1897,213,Fred,Whitelaw,25-Jan-1878,R4,SK,ME,29-May-1897
BBGE24Jan187805Jun1897,214,Bert,Barling,24-Jan-1878,R5,GE,SY,05-Jun-1897
BCFI20Feb186805Jun1897,215,Bill,Cleary,20-Feb-1868,R5,FI,CW,05-Jun-1897
HCCA12Sep186905Jun1897,216,Henry,Crane,12-Sep-1869,R5,CA,ME,05-Jun-1897
JGME02Mar187805Jun1897,217,Jack,Graham,02-Mar-1878,R5,ME,CA,05-Jun-1897
AHME23Aug186805Jun1897,218,Alf,Healing,23-Aug-1868,R5,ME,CA,05-Jun-1897
CHSK13Sep187405Jun1897,219,Charlie,Howell,13-Sep-1874,R5,SK,ES,05-Jun-1897
JWES27Jan187805Jun1897,220,Jim,White,27-Jan-1878,R5,ES,SK,05-Jun-1897
MAGE17Sep186919Jun1897,221,Mac,Armstrong,17-Sep-1869,R6,GE,FI,19-Jun-1897
DDSY22Mar186819Jun1897,222,Dick,Doran,22-Mar-1868,R6,SY,ES,19-Jun-1897
DFCW14Dec186619Jun1897,223,Danny,Flaherty,14-Dec-1866,R6,CW,ME,19-Jun-1897
JFCA29Dec187019Jun1897,224,Jack,Frost,29-Dec-1870,R6,CA,SK,19-Jun-1897
DLCW18May187419Jun1897,225,Denis,Lanigan,18-May-1874,R6,CW,ME,19-Jun-1897
HLSY04Jan187619Jun1897,226,Horrie,Lyons,04-Jan-1876,R6,SY,ES,19-Jun-1897
APGE03Mar187719Jun1897,227,Arthur,Pincott,03-Mar-1877,R6,GE,FI,19-Jun-1897
JRCA02Jan186719Jun1897,228,Jack,Roberts,02-Jan-1867,R6,CA,SK,19-Jun-1897
BSFI06May187819Jun1897,229,Bert,Sharpe,06-May-1878,R6,FI,GE,19-Jun-1897
FSSK11Apr187519Jun1897,230,Fred,Stewart,11-Apr-1875,R6,SK,CA,19-Jun-1897
DWME05Jul187219Jun1897,231,Dick,Wardill,05-Jul-1872,R6,ME,CW,19-Jun-1897
FWGE06May187719Jun1897,232,Fred,White,06-May-1877,R6,GE,FI,19-Jun-1897
GBSK04Sep187822Jun1897,233,George,Blake,04-Sep-1878,R7,SK,GE,22-Jun-1897
FLCW06Mar187822Jun1897,234,Fred,Leach,06-Mar-1878,R7,CW,CA,22-Jun-1897
OMCA14Apr187822Jun1897,235,Oscar,Manchester,14-Apr-1878,R7,CA,CW,22-Jun-1897
CSGE02Aug187422Jun1897,236,Cecil,Sandford,02-Aug-1874,R7,GE,SK,22-Jun-1897
TCME02Sep187926Jun1897,237,Tom,Crawford,02-Sep-1879,R8,ME,SY,26-Jun-1897
HDSK24Dec187526Jun1897,238,Harry,Duigan,24-Dec-1875,R8,SK,CW,26-Jun-1897
JGME09Jan188026Jun1897,239,Jack,Godby,09-Jan-1880,R8,ME,SY,26-Jun-1897
JKFI28Feb186426Jun1897,240,Joe,Kerrigan,28-Feb-1864,R8,FI,CA,26-Jun-1897
AMME25Jun187526Jun1897,241,Alex,Murdoch,25-Jun-1875,R8,ME,SY,26-Jun-1897
JPGE19Dec187726Jun1897,242,Jimmy,Palmer,19-Dec-1877,R8,GE,ES,26-Jun-1897
BPCA13Sep187326Jun1897,243,Bill,Patterson,13-Sep-1873,R8,CA,FI,26-Jun-1897
CCFI24Mar187403Jul1897,244,Charlie,Cameron,24-Mar-1874,R9,FI,SK,03-Jul-1897
CCSK18Feb187303Jul1897,245,Charlie,Cox,18-Feb-1873,R9,SK,FI,03-Jul-1897
ALES02Mar187603Jul1897,246,Arthur,Leach,02-Mar-1876,R9,ES,CW,03-Jul-1897
CMES24Sep187503Jul1897,247,Charlie,Moore,24-Sep-1875,R9,ES,CW,03-Jul-1897
GMSK01Feb187303Jul1897,248,George,Morrison,01-Feb-1873,R9,SK,FI,03-Jul-1897
MPFI28Apr187703Jul1897,249,Mick,Peppard,28-Apr-1877,R9,FI,SK,03-Jul-1897
HYFI28Nov187403Jul1897,250,Henry,Yager,28-Nov-1874,R9,FI,SK,03-Jul-1897
ADFI12Aug187610Jul1897,251,Alex,Davidson,12-Aug-1876,R10,FI,ME,10-Jul-1897
JFSY26Aug187610Jul1897,252,Jack,Fleming,26-Aug-1876,R10,SY,SK,10-Jul-1897
JGSK06Oct187910Jul1897,253,John,Grieve,06-Oct-1879,R10,SK,SY,10-Jul-1897
SRCA17Jun187210Jul1897,254,Sam,Reid,17-Jun-1872,R10,CA,ES,10-Jul-1897
GRSK30Jul187510Jul1897,255,George,Rutherford,30-Jul-1875,R10,SK,SY,10-Jul-1897
SGME06Mar187917Jul1897,256,Stewart,Geddes,06-Mar-1879,R11,ME,SK,17-Jul-1897
HHCW30Jun187517Jul1897,257,Herman,Hellwig,30-Jun-1875,R11,CW,SY,17-Jul-1897
TLCW11Dec187417Jul1897,258,Tom,Lee,11-Dec-1874,R11,CW,SY,17-Jul-1897
HLCA12Aug187617Jul1897,259,Herbie,Lowenthal,12-Aug-1876,R11,CA,GE,17-Jul-1897
WLME01Oct187917Jul1897,260,Walter,Lyon,01-Oct-1879,R11,ME,SK,17-Jul-1897
HMFI02Apr187717Jul1897,261,Hugh,McEwen,02-Apr-1877,R11,FI,ES,17-Jul-1897
GDSY13Jun187224Jul1897,262,George,Davidson,13-Jun-1872,R12,SY,GE,24-Jul-1897
HNFI21Nov187524Jul1897,263,Herb,Nolan,21-Nov-1875,R12,FI,CW,24-Jul-1897
MOSK22Jan187824Jul1897,264,Mick,OHagan,22-Jan-1878,R12,SK,ES,24-Jul-1897
JRME29Aug187924Jul1897,265,Jimmy,Russell,29-Aug-1879,R12,ME,CA,24-Jul-1897
ESME15Apr187224Jul1897,266,Eddie,Sholl,15-Apr-1872,R12,ME,CA,24-Jul-1897
ESSK27Jul187424Jul1897,267,Emery,Staines,27-Jul-1874,R12,SK,ES,24-Jul-1897
ASES26Dec187924Jul1897,268,Alby,Stamp,26-Dec-1879,R12,ES,SK,24-Jul-1897
JGCA26Jul187331Jul1897,269,Jim,Goonan,26-Jul-1873,R13,CA,SK,31-Jul-1897
HJFI18Jun187731Jul1897,270,Harry,James,18-Jun-1877,R13,FI,GE,31-Jul-1897
NMGE29Nov187631Jul1897,271,Ned,Moran,29-Nov-1876,R13,GE,FI,31-Jul-1897
BACA07Apr187307Aug1897,272,Billy,Arnott,07-Apr-1873,R14,CA,CW,07-Aug-1897
MCSK08Feb187707Aug1897,273,Matt,Conniff,08-Feb-1877,R14,SK,GE,07-Aug-1897
HJCW02Nov187907Aug1897,274,Herb,Johnson,02-Nov-1879,R14,CW,CA,07-Aug-1897
AMSK07Jun187607Aug1897,275,Arthur,Middleton,07-Jun-1876,R14,SK,GE,07-Aug-1897
JRFI29Jun187607Aug1897,276,James,Robinson,29-Jun-1876,R14,FI,SY,07-Aug-1897
GWSK09Jan186907Aug1897,277,Gillie,Wilson,09-Jan-1869,R14,SK,GE,07-Aug-1897
